sample_id,error_type,loss,spearman
im117,subtle_color_error,lpips_vgg,0.9999999999999998
im117,subtle_color_error,convnext_perceptual,0.9999999999999998
im117,subtle_color_error,dinov3_perceptual,0.9999999999999998
im117,semantically_wrong_color,huber_ab,0.9999999999999998
im117,semantically_wrong_color,gradient_ab,0.9999999999999998
im117,semantically_wrong_color,lpips_vgg,0.9999999999999998
im117,semantically_wrong_color,convnext_perceptual,0.9999999999999998
im117,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im117,plausible_alternative_colorization,huber_ab,0.9999999999999998
im117,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im117,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im117,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im117,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im118,wrong_hue,huber_ab,0.9999999999999998
im118,wrong_hue,gradient_ab,0.9999999999999998
im118,wrong_hue,lpips_vgg,0.9999999999999998
im118,wrong_hue,convnext_perceptual,0.9999999999999998
im118,wrong_hue,dinov3_perceptual,0.9999999999999998
im118,low_saturation,huber_ab,0.9999999999999998
im118,low_saturation,gradient_ab,0.9999999999999998
im118,low_saturation,lpips_vgg,0.9999999999999998
im118,low_saturation,convnext_perceptual,0.9999999999999998
im118,low_saturation,dinov3_perceptual,0.9999999999999998
im118,color_bleeding,huber_ab,0.9999999999999998
im118,color_bleeding,gradient_ab,0.9999999999999998
im118,color_bleeding,lpips_vgg,0.9999999999999998
im118,color_bleeding,convnext_perceptual,0.9999999999999998
im118,color_bleeding,dinov3_perceptual,0.9999999999999998
im118,subtle_color_error,huber_ab,0.9999999999999998
im118,subtle_color_error,gradient_ab,0.9999999999999998
im118,subtle_color_error,lpips_vgg,0.9999999999999998
im118,subtle_color_error,convnext_perceptual,0.9999999999999998
im118,subtle_color_error,dinov3_perceptual,0.9999999999999998
im118,semantically_wrong_color,huber_ab,0.9999999999999998
im118,semantically_wrong_color,gradient_ab,0.9999999999999998
im118,semantically_wrong_color,lpips_vgg,0.9999999999999998
im118,semantically_wrong_color,convnext_perceptual,0.9999999999999998
im118,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im118,plausible_alternative_colorization,huber_ab,0.9999999999999998
im118,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im118,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im118,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im118,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im119,wrong_hue,huber_ab,0.9999999999999998
im119,wrong_hue,gradient_ab,0.9999999999999998
im119,wrong_hue,lpips_vgg,0.9999999999999998
im119,wrong_hue,convnext_perceptual,0.9999999999999998
im119,wrong_hue,dinov3_perceptual,0.9999999999999998
im119,low_saturation,huber_ab,0.9999999999999998
im119,low_saturation,gradient_ab,0.9999999999999998
im119,low_saturation,lpips_vgg,0.9999999999999998
im119,low_saturation,convnext_perceptual,0.9999999999999998
im119,low_saturation,dinov3_perceptual,0.9999999999999998
im119,color_bleeding,huber_ab,0.9999999999999998
im119,color_bleeding,gradient_ab,0.9999999999999998
im119,color_bleeding,lpips_vgg,0.9999999999999998
im119,color_bleeding,convnext_perceptual,0.9999999999999998
im119,color_bleeding,dinov3_perceptual,0.9999999999999998
im119,subtle_color_error,huber_ab,0.9999999999999998
im119,subtle_color_error,gradient_ab,0.9999999999999998
im119,subtle_color_error,lpips_vgg,0.9999999999999998
im119,subtle_color_error,convnext_perceptual,0.9999999999999998
im119,subtle_color_error,dinov3_perceptual,0.9999999999999998
im119,semantically_wrong_color,huber_ab,0.9999999999999998
im119,semantically_wrong_color,gradient_ab,0.9999999999999998
im119,semantically_wrong_color,lpips_vgg,0.9999999999999998
im119,semantically_wrong_color,convnext_perceptual,0.9999999999999998
im119,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im119,plausible_alternative_colorization,huber_ab,0.9999999999999998
im119,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im119,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im119,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im119,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im12,wrong_hue,huber_ab,0.9999999999999998
im12,wrong_hue,gradient_ab,0.9999999999999998
im12,wrong_hue,lpips_vgg,0.9999999999999998
im12,wrong_hue,convnext_perceptual,0.9999999999999998
im12,wrong_hue,dinov3_perceptual,0.9999999999999998
im12,low_saturation,huber_ab,0.9999999999999998
im12,low_saturation,gradient_ab,0.9999999999999998
im12,low_saturation,lpips_vgg,0.9999999999999998
im12,low_saturation,convnext_perceptual,0.9999999999999998
im12,low_saturation,dinov3_perceptual,0.9999999999999998
im12,color_bleeding,huber_ab,0.9999999999999998
im12,color_bleeding,gradient_ab,0.9999999999999998
im12,color_bleeding,lpips_vgg,0.9999999999999998
im12,color_bleeding,convnext_perceptual,0.9999999999999998
im12,color_bleeding,dinov3_perceptual,0.9999999999999998
im12,subtle_color_error,huber_ab,0.9999999999999998
im12,subtle_color_error,gradient_ab,0.9999999999999998
im12,subtle_color_error,lpips_vgg,0.9999999999999998
im12,subtle_color_error,convnext_perceptual,0.9999999999999998
im12,subtle_color_error,dinov3_perceptual,0.9999999999999998
im12,semantically_wrong_color,huber_ab,0.9999999999999998
im12,semantically_wrong_color,gradient_ab,0.9999999999999998
im12,semantically_wrong_color,lpips_vgg,0.9999999999999998
im12,semantically_wrong_color,convnext_perceptual,0.9999999999999998
im12,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im12,plausible_alternative_colorization,huber_ab,0.9999999999999998
im12,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im12,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im12,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im12,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im120,wrong_hue,huber_ab,0.9999999999999998
im120,wrong_hue,gradient_ab,0.9999999999999998
im120,wrong_hue,lpips_vgg,0.9999999999999998
im120,wrong_hue,convnext_perceptual,0.9999999999999998
im120,wrong_hue,dinov3_perceptual,0.9999999999999998
im120,low_saturation,huber_ab,0.9999999999999998
im120,low_saturation,gradient_ab,0.9999999999999998
im120,low_saturation,lpips_vgg,0.9999999999999998
im120,low_saturation,convnext_perceptual,0.7999999999999998
im120,low_saturation,dinov3_perceptual,0.9999999999999998
im120,color_bleeding,huber_ab,0.9999999999999998
im120,color_bleeding,gradient_ab,0.9999999999999998
im120,color_bleeding,lpips_vgg,0.9999999999999998
im120,color_bleeding,convnext_perceptual,0.9999999999999998
im120,color_bleeding,dinov3_perceptual,0.9999999999999998
im120,subtle_color_error,huber_ab,0.9999999999999998
im120,subtle_color_error,gradient_ab,0.9999999999999998
im120,subtle_color_error,lpips_vgg,0.9999999999999998
im120,subtle_color_error,convnext_perceptual,0.9999999999999998
im120,subtle_color_error,dinov3_perceptual,0.9999999999999998
im120,semantically_wrong_color,huber_ab,0.9999999999999998
im120,semantically_wrong_color,gradient_ab,0.9999999999999998
im120,semantically_wrong_color,lpips_vgg,0.9999999999999998
im120,semantically_wrong_color,convnext_perceptual,0.7999999999999998
im120,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im120,plausible_alternative_colorization,huber_ab,0.9999999999999998
im120,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im120,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im120,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im120,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im121,wrong_hue,huber_ab,0.9999999999999998
im121,wrong_hue,gradient_ab,0.9999999999999998
im121,wrong_hue,lpips_vgg,0.9999999999999998
im121,wrong_hue,convnext_perceptual,0.9999999999999998
im121,wrong_hue,dinov3_perceptual,0.9999999999999998
im121,low_saturation,huber_ab,0.9999999999999998
im121,low_saturation,gradient_ab,0.9999999999999998
im121,low_saturation,lpips_vgg,0.9999999999999998
im121,low_saturation,convnext_perceptual,0.9999999999999998
im121,low_saturation,dinov3_perceptual,0.9999999999999998
im121,color_bleeding,huber_ab,0.9999999999999998
im121,color_bleeding,gradient_ab,0.9999999999999998
im121,color_bleeding,lpips_vgg,0.9999999999999998
im121,color_bleeding,convnext_perceptual,0.9999999999999998
im121,color_bleeding,dinov3_perceptual,0.9999999999999998
im121,subtle_color_error,huber_ab,0.9999999999999998
im121,subtle_color_error,gradient_ab,0.9999999999999998
im121,subtle_color_error,lpips_vgg,0.9999999999999998
im121,subtle_color_error,convnext_perceptual,0.9999999999999998
im121,subtle_color_error,dinov3_perceptual,0.9999999999999998
im121,semantically_wrong_color,huber_ab,0.9999999999999998
im121,semantically_wrong_color,gradient_ab,0.9999999999999998
im121,semantically_wrong_color,lpips_vgg,0.9999999999999998
im121,semantically_wrong_color,convnext_perceptual,0.9999999999999998
im121,semantically_wrong_color,dinov3_perceptual,0.9999999999999998
im121,plausible_alternative_colorization,huber_ab,0.9999999999999998
im121,plausible_alternative_colorization,gradient_ab,0.9999999999999998
im121,plausible_alternative_colorization,lpips_vgg,0.9999999999999998
im121,plausible_alternative_colorization,convnext_perceptual,0.9999999999999998
im121,plausible_alternative_colorization,dinov3_perceptual,0.9999999999999998
im122,wrong_hue,huber_ab,0.9999999999999998
im122,wrong_hue,gradient_ab,0.9999999999999998
im122,wrong_hue,lpips_vgg,0.9999999999999998
im122,wrong_hue,convnext_perceptual,0.9999999999999998
im122,wrong_hue,dinov3_perceptual,0.9999999999999998
im122,low_saturation,huber_ab,0.9999999999999998
im122,low_saturation,gradient_ab,0.9999999999999998
im122,low_saturation,lpips_vgg,0.9999999999999998
im122,low_saturation,convnext_perceptual,0.9999999999999998
im122,low_saturation,dinov3_perceptual,0.9999999999999998
im122,color_bleeding,huber_ab,0.9999999999999998
im122,color_bleeding,gradient_ab,0.9999999999999998
im122,color_bleeding,lpips_vgg,0.9999999999999998
