sample_id,severity_level,loss,severity_difference,difference,semantic_greater
im115,0.25,lpips_vgg,0.0,-0.0010265698656439781,0.0
im115,0.25,convnext_perceptual,0.0,-36.113332748413086,0.0
im115,0.25,dinov3_perceptual,0.0,-0.0011904834536835551,0.0
im115,0.5,huber_ab,-4.76837158203125e-07,-0.021456003189086914,0.0
im115,0.5,gradient_ab,-4.76837158203125e-07,-0.5731561183929443,0.0
im115,0.5,lpips_vgg,-4.76837158203125e-07,-0.005497325211763382,0.0
im115,0.5,convnext_perceptual,-4.76837158203125e-07,-82.84995651245117,0.0
im115,0.5,dinov3_perceptual,-4.76837158203125e-07,-0.0059823887422680855,0.0
im115,0.75,huber_ab,-1.9073486328125e-06,0.07166004180908203,1.0
im115,0.75,gradient_ab,-1.9073486328125e-06,-0.8597341775894165,0.0
im115,0.75,lpips_vgg,-1.9073486328125e-06,-0.02079389989376068,0.0
im115,0.75,convnext_perceptual,-1.9073486328125e-06,-140.06682968139648,0.0
im115,0.75,dinov3_perceptual,-1.9073486328125e-06,-0.014153809286653996,0.0
im115,1.0,huber_ab,0.0,0.16077661514282227,1.0
im115,1.0,gradient_ab,0.0,-1.1463124752044678,0.0
im115,1.0,lpips_vgg,0.0,-0.034679263830184937,0.0
im115,1.0,convnext_perceptual,0.0,-175.63793182373047,0.0
im115,1.0,dinov3_perceptual,0.0,-0.022527890279889107,0.0
im117,0.25,huber_ab,0.0,-0.01734793186187744,0.0
im117,0.25,gradient_ab,0.0,-0.01141589879989624,0.0
im117,0.25,lpips_vgg,0.0,-0.004259761422872543,0.0
im117,0.25,convnext_perceptual,0.0,2.665952682495117,1.0
im117,0.25,dinov3_perceptual,0.0,-0.0015966384671628475,0.0
im117,0.5,huber_ab,0.0,0.22729849815368652,1.0
im117,0.5,gradient_ab,0.0,-0.022831737995147705,0.0
im117,0.5,lpips_vgg,0.0,-0.01666468381881714,0.0
im117,0.5,convnext_perceptual,0.0,6.986358642578125,1.0
im117,0.5,dinov3_perceptual,0.0,-0.005366255063563585,0.0
im117,0.75,huber_ab,9.5367431640625e-07,0.46003246307373047,1.0
im117,0.75,gradient_ab,9.5367431640625e-07,-0.034247636795043945,0.0
im117,0.75,lpips_vgg,9.5367431640625e-07,-0.030959971249103546,0.0
im117,0.75,convnext_perceptual,9.5367431640625e-07,31.74184799194336,1.0
im117,0.75,dinov3_perceptual,9.5367431640625e-07,-0.009197153151035309,0.0
im117,1.0,huber_ab,0.0,0.6763010025024414,1.0
im117,1.0,gradient_ab,0.0,-0.04566347599029541,0.0
im117,1.0,lpips_vgg,0.0,-0.05270680785179138,0.0
im117,1.0,convnext_perceptual,0.0,7.3817138671875,1.0
im117,1.0,dinov3_perceptual,0.0,-0.013587476685643196,0.0
im118,0.25,huber_ab,0.0,0.04383581876754761,1.0
im118,0.25,gradient_ab,0.0,-0.18625496327877045,0.0
im118,0.25,lpips_vgg,0.0,0.00484118890017271,1.0
im118,0.25,convnext_perceptual,0.0,-3.435793399810791,0.0
im118,0.25,dinov3_perceptual,0.0,0.0010968876304104924,1.0
im118,0.5,huber_ab,0.0,0.16482555866241455,1.0
im118,0.5,gradient_ab,0.0,-0.3725099265575409,0.0
im118,0.5,lpips_vgg,0.0,0.007085051387548447,1.0
im118,0.5,convnext_perceptual,0.0,-1.6060924530029297,0.0
im118,0.5,dinov3_perceptual,0.0,0.0027916075196117163,1.0
im118,0.75,huber_ab,0.0,0.2804334759712219,1.0
im118,0.75,gradient_ab,0.0,-0.5587647259235382,0.0
im118,0.75,lpips_vgg,0.0,-0.0038746409118175507,0.0
im118,0.75,convnext_perceptual,0.0,-16.841846466064453,0.0
im118,0.75,dinov3_perceptual,0.0,-0.0001246938481926918,0.0
im118,1.0,huber_ab,0.0,0.3683044910430908,1.0
im118,1.0,gradient_ab,0.0,-0.7450196743011475,0.0
im118,1.0,lpips_vgg,0.0,-0.015424147248268127,0.0
im118,1.0,convnext_perceptual,0.0,-64.58773803710938,0.0
im118,1.0,dinov3_perceptual,0.0,-0.005179010331630707,0.0
im119,0.25,huber_ab,4.76837158203125e-07,-0.054331064224243164,0.0
im119,0.25,gradient_ab,4.76837158203125e-07,-0.26527833938598633,0.0
im119,0.25,lpips_vgg,4.76837158203125e-07,-0.01906871236860752,0.0
im119,0.25,convnext_perceptual,4.76837158203125e-07,-22.399686813354492,0.0
im119,0.25,dinov3_perceptual,4.76837158203125e-07,-0.006235518492758274,0.0
im119,0.5,huber_ab,9.5367431640625e-07,0.27158546447753906,1.0
im119,0.5,gradient_ab,9.5367431640625e-07,-0.5305567383766174,0.0
im119,0.5,lpips_vgg,9.5367431640625e-07,-0.032031916081905365,0.0
im119,0.5,convnext_perceptual,9.5367431640625e-07,-88.80202865600586,0.0
im119,0.5,dinov3_perceptual,9.5367431640625e-07,-0.015504350885748863,0.0
im119,0.75,huber_ab,-1.9073486328125e-06,0.5953798294067383,1.0
im119,0.75,gradient_ab,-1.9073486328125e-06,-0.7958351373672485,0.0
im119,0.75,lpips_vgg,-1.9073486328125e-06,-0.009521424770355225,0.0
im119,0.75,convnext_perceptual,-1.9073486328125e-06,-51.66828155517578,0.0
im119,0.75,dinov3_perceptual,-1.9073486328125e-06,-0.02267303317785263,0.0
im119,1.0,huber_ab,1.9073486328125e-06,0.8682594299316406,1.0
im119,1.0,gradient_ab,1.9073486328125e-06,-1.0611133575439453,0.0
im119,1.0,lpips_vgg,1.9073486328125e-06,0.007658109068870544,1.0
im119,1.0,convnext_perceptual,1.9073486328125e-06,-20.774551391601562,0.0
im119,1.0,dinov3_perceptual,1.9073486328125e-06,-0.02598288655281067,0.0
im12,0.25,huber_ab,0.0,-0.026973456144332886,0.0
im12,0.25,gradient_ab,0.0,-0.21629215776920319,0.0
im12,0.25,lpips_vgg,0.0,-0.0005437536165118217,0.0
im12,0.25,convnext_perceptual,0.0,-11.364238739013672,0.0
im12,0.25,dinov3_perceptual,0.0,-0.0003495270502753556,0.0
im12,0.5,huber_ab,0.0,-0.08418223261833191,0.0
im12,0.5,gradient_ab,0.0,-0.43258431553840637,0.0
im12,0.5,lpips_vgg,0.0,-0.003812488168478012,0.0
im12,0.5,convnext_perceptual,0.0,-81.05266761779785,0.0
im12,0.5,dinov3_perceptual,0.0,-0.0024793269112706184,0.0
im12,0.75,huber_ab,4.76837158203125e-07,-0.10908228158950806,0.0
im12,0.75,gradient_ab,4.76837158203125e-07,-0.6488763689994812,0.0
im12,0.75,lpips_vgg,4.76837158203125e-07,-0.007891334593296051,0.0
im12,0.75,convnext_perceptual,4.76837158203125e-07,-200.41196060180664,0.0
im12,0.75,dinov3_perceptual,4.76837158203125e-07,-0.005696221254765987,0.0
im12,1.0,huber_ab,0.0,-0.0838083028793335,0.0
im12,1.0,gradient_ab,0.0,-0.865168571472168,0.0
im12,1.0,lpips_vgg,0.0,-0.008456230163574219,0.0
im12,1.0,convnext_perceptual,0.0,-250.43716049194336,0.0
im12,1.0,dinov3_perceptual,0.0,-0.007955723907798529,0.0
im120,0.25,huber_ab,2.384185791015625e-07,0.17648828029632568,1.0
im120,0.25,gradient_ab,2.384185791015625e-07,-0.23815476894378662,0.0
im120,0.25,lpips_vgg,2.384185791015625e-07,0.0073121581226587296,1.0
im120,0.25,convnext_perceptual,2.384185791015625e-07,23.050701141357422,1.0
im120,0.25,dinov3_perceptual,2.384185791015625e-07,0.0026499307714402676,1.0
im120,0.5,huber_ab,4.76837158203125e-07,0.3331730365753174,1.0
im120,0.5,gradient_ab,4.76837158203125e-07,-0.4763094186782837,0.0
im120,0.5,lpips_vgg,4.76837158203125e-07,0.01773928850889206,1.0
im120,0.5,convnext_perceptual,4.76837158203125e-07,56.8240966796875,1.0
im120,0.5,dinov3_perceptual,4.76837158203125e-07,0.003919151611626148,1.0
im120,0.75,huber_ab,-9.5367431640625e-07,0.4518551826477051,1.0
im120,0.75,gradient_ab,-9.5367431640625e-07,-0.7144641876220703,0.0
im120,0.75,lpips_vgg,-9.5367431640625e-07,0.02078588306903839,1.0
im120,0.75,convnext_perceptual,-9.5367431640625e-07,-262.4239196777344,0.0
im120,0.75,dinov3_perceptual,-9.5367431640625e-07,0.0005696024745702744,1.0
im120,1.0,huber_ab,0.0,0.5656242370605469,1.0
im120,1.0,gradient_ab,0.0,-0.9526190757751465,0.0
im120,1.0,lpips_vgg,0.0,0.012456551194190979,1.0
im120,1.0,convnext_perceptual,0.0,-502.6435241699219,0.0
im120,1.0,dinov3_perceptual,0.0,-0.0005832761526107788,0.0
im121,0.25,huber_ab,0.0,-0.025530099868774414,0.0
im121,0.25,gradient_ab,0.0,-0.14580711722373962,0.0
im121,0.25,lpips_vgg,0.0,0.004318684339523315,1.0
im121,0.25,convnext_perceptual,0.0,3.319427490234375,1.0
im121,0.25,dinov3_perceptual,0.0,0.0008006924763321877,1.0
im121,0.5,huber_ab,0.0,-0.019500136375427246,0.0
im121,0.5,gradient_ab,0.0,-0.2916146218776703,0.0
im121,0.5,lpips_vgg,0.0,0.007250528782606125,1.0
im121,0.5,convnext_perceptual,0.0,-1.5872116088867188,0.0
im121,0.5,dinov3_perceptual,0.0,0.0012383314315229654,1.0
im121,0.75,huber_ab,0.0,0.08207082748413086,1.0
im121,0.75,gradient_ab,0.0,-0.43742209672927856,0.0
im121,0.75,lpips_vgg,0.0,0.00022500008344650269,1.0
im121,0.75,convnext_perceptual,0.0,-80.8470687866211,0.0
im121,0.75,dinov3_perceptual,0.0,-0.0011264216154813766,0.0
im121,1.0,huber_ab,0.0,0.2183539867401123,1.0
im121,1.0,gradient_ab,0.0,-0.5832295119762421,0.0
im121,1.0,lpips_vgg,0.0,-0.004518188536167145,0.0
im121,1.0,convnext_perceptual,0.0,-158.2757339477539,0.0
im121,1.0,dinov3_perceptual,0.0,-0.006604598835110664,0.0
im122,0.25,huber_ab,0.0,-0.04270040988922119,0.0
im122,0.25,gradient_ab,0.0,-0.006007373332977295,0.0
im122,0.25,lpips_vgg,0.0,-0.0010503544472157955,0.0
im122,0.25,convnext_perceptual,0.0,9.480731964111328,1.0
im122,0.25,dinov3_perceptual,0.0,0.0004295235266909003,1.0
im122,0.5,huber_ab,0.0,0.14381062984466553,1.0
im122,0.5,gradient_ab,0.0,-0.012014776468276978,0.0
im122,0.5,lpips_vgg,0.0,-0.001324174925684929,0.0
im122,0.5,convnext_perceptual,0.0,15.481361389160156,1.0
im122,0.5,dinov3_perceptual,0.0,0.0015970300883054733,1.0
im122,0.75,huber_ab,9.5367431640625e-07,0.3841862678527832,1.0
im122,0.75,gradient_ab,9.5367431640625e-07,-0.018022239208221436,0.0
im122,0.75,lpips_vgg,9.5367431640625e-07,0.0036569349467754364,1.0
im122,0.75,convnext_perceptual,9.5367431640625e-07,-22.793380737304688,0.0
im122,0.75,dinov3_perceptual,9.5367431640625e-07,0.0019036480225622654,1.0
im122,1.0,huber_ab,0.0,0.6135807037353516,1.0
im122,1.0,gradient_ab,0.0,-0.024029672145843506,0.0
im122,1.0,lpips_vgg,0.0,0.012423284351825714,1.0
im122,1.0,convnext_perceptual,0.0,-209.42623901367188,0.0
im122,1.0,dinov3_perceptual,0.0,-0.0018642563372850418,0.0
im123,0.25,huber_ab,2.384185791015625e-07,-0.04603719711303711,0.0
im123,0.25,gradient_ab,2.384185791015625e-07,-0.32858148217201233,0.0
im123,0.25,lpips_vgg,2.384185791015625e-07,-0.006174544803798199,0.0
im123,0.25,convnext_perceptual,2.384185791015625e-07,-109.0286693572998,0.0
im123,0.25,dinov3_perceptual,2.384185791015625e-07,-0.002749017206951976,0.0
im123,0.5,huber_ab,4.76837158203125e-07,0.038335323333740234,1.0
im123,0.5,gradient_ab,4.76837158203125e-07,-0.6571629643440247,0.0
im123,0.5,lpips_vgg,4.76837158203125e-07,-0.00854688510298729,0.0
im123,0.5,convnext_perceptual,4.76837158203125e-07,-111.39111709594727,0.0
im123,0.5,dinov3_perceptual,4.76837158203125e-07,-0.007517732679843903,0.0
im123,0.75,huber_ab,9.5367431640625e-07,0.19197869300842285,1.0
im123,0.75,gradient_ab,9.5367431640625e-07,-0.9857445955276489,0.0
im123,0.75,lpips_vgg,9.5367431640625e-07,-0.01092570275068283,0.0
im123,0.75,convnext_perceptual,9.5367431640625e-07,-42.77690124511719,0.0
im123,0.75,dinov3_perceptual,9.5367431640625e-07,-0.013341316021978855,0.0
im123,1.0,huber_ab,9.5367431640625e-07,0.3343009948730469,1.0
im123,1.0,gradient_ab,9.5367431640625e-07,-1.3143259286880493,0.0
im123,1.0,lpips_vgg,9.5367431640625e-07,-0.016346663236618042,0.0
im123,1.0,convnext_perceptual,9.5367431640625e-07,58.18133544921875,1.0
im123,1.0,dinov3_perceptual,9.5367431640625e-07,-0.019599554128944874,0.0
im124,0.25,huber_ab,0.0,0.36791086196899414,1.0
im124,0.25,gradient_ab,0.0,-0.22174811363220215,0.0
im124,0.25,lpips_vgg,0.0,0.004449227824807167,1.0
im124,0.25,convnext_perceptual,0.0,-5.7790679931640625,0.0
